"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"EMP_PIFL_SEX_OCU_MTS_NB_A","EMP_PIFL_SEX_OCU_MTS_NB","Employment outside the formal sector by sex, occupation and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,MTS",1999,2025,"08/05/2026 07:04:25",445918,467625,135,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_OCU_MTS_NB_Q","EMP_PIFL_SEX_OCU_MTS_NB","Employment outside the formal sector by sex, occupation and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,MTS",1995,2026,"08/05/2026 07:05:06",68742,68994,47,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_OCU_DSB_NB_A","EMP_PIFL_SEX_OCU_DSB_NB","Employment outside the formal sector by sex, occupation and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,DSB",2005,2025,"06/05/2026 08:16:05",27213,27345,99,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_OCU_INS_NB_A","EMP_PIFL_SEX_OCU_INS_NB","Employment outside the formal sector by sex, occupation and public/private sector (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,INS",1999,2025,"08/05/2026 07:19:28",74612,80213,107,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_INS_NB_Q","EMP_PIFL_SEX_OCU_INS_NB","Employment outside the formal sector by sex, occupation and public/private sector (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,INS",1995,2026,"08/05/2026 07:15:22",160762,163180,49,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_EST_NB_A","EMP_PIFL_SEX_OCU_EST_NB","Employment outside the formal sector by sex, occupation and establishment size (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,EST",1999,2025,"08/05/2026 07:19:28",179199,191907,90,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_EST_NB_Q","EMP_PIFL_SEX_OCU_EST_NB","Employment outside the formal sector by sex, occupation and establishment size (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OCU,EST",1995,2026,"08/05/2026 07:15:22",91621,92230,45,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OC2_NB_A","EMP_PIFL_SEX_OC2_NB","Employment outside the formal sector by sex and occupation - ISCO level 2 (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,OC2",1999,2025,"08/05/2026 07:19:28",114227,118042,126,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_AGE_OC2_NB_A","EMP_PIFL_AGE_OC2_NB","Employment outside the formal sector by age and occupation - ISCO level 2 (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","AGE,OC2",1999,2025,"08/05/2026 07:19:28",102706,106276,126,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_NB_A","EMP_PIFL_SEX_INS_NB","Employment outside the formal sector by sex and public/private sector (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS",1997,2025,"08/05/2026 07:19:28",5505,5900,112,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_NB_Q","EMP_PIFL_SEX_INS_NB","Employment outside the formal sector by sex and public/private sector (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS",1995,2026,"08/05/2026 07:15:22",11553,11754,49,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_GEO_NB_A","EMP_PIFL_SEX_INS_GEO_NB","Employment outside the formal sector by sex, public/private sector and rural/urban areas (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS,GEO",1997,2025,"08/05/2026 07:12:17",13294,14137,91,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_INS_GEO_NB_Q","EMP_PIFL_SEX_INS_GEO_NB","Employment outside the formal sector by sex, public/private sector and rural/urban areas (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS,GEO",1995,2026,"08/05/2026 07:13:06",27087,27636,41,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_INS_MTS_NB_A","EMP_PIFL_SEX_INS_MTS_NB","Employment outside the formal sector by sex, public/private sector and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS,MTS",1997,2025,"08/05/2026 07:04:25",42930,45966,108,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_INS_MTS_NB_Q","EMP_PIFL_SEX_INS_MTS_NB","Employment outside the formal sector by sex, public/private sector and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,INS,MTS",1995,2026,"08/05/2026 07:05:06",31360,31486,45,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
